
0.113   0.113   0.114   
0.115   0.114   0.113   
0.112   0.117   0.117   
0.114   0.123   0.115   
0.114   0.114   0.115   
0.120   0.118   0.113   
0.116   0.113   0.114   
0.114   0.113   0.120   
0.116   0.119   0.112   
0.112   0.118   0.119   
0.113   0.113   0.115   
0.113   0.112   0.116   
0.114   0.114   0.116   
0.113   0.113   0.116   
0.115   0.115   0.115   
0.113   0.115   0.117   
0.114   0.117   0.114   
0.112   0.111   0.115   
0.118   0.114   0.118   
0.115   0.118   0.116   
0.114   0.116   0.115   
0.113   0.114   0.115   
0.113   0.116   0.114   
0.116   0.114   0.114   
0.111   0.113   0.112   
0.115   0.114   0.114   
0.114   0.115   0.115   
0.114   0.114   0.113   
0.119   0.115   0.114   
0.114   0.114   0.136   
0.115   0.112   0.115   
0.113   0.115   0.116   
0.116   0.112   0.114   
0.115   0.115   0.115   
0.113   0.113   0.117   
0.114   0.112   0.114   
0.118   0.114   0.118   
0.113   0.116   0.117   
0.119   0.115   0.115   
0.115   0.114   0.115   
0.117   0.115   0.114   
0.115   0.111   0.117   
0.114   0.115   0.114   
0.114   0.115   0.115   
0.120   0.113   0.116   
0.114   0.112   0.112   
0.109   0.115   0.115   
0.117   0.112   0.113   
0.114   0.113   0.114   
0.114   0.115   0.114   
0.114   0.116   0.114   
0.113   0.114   0.114   
0.117   0.112   0.116   
0.122   0.117   0.115   
0.111   0.116   0.114   
0.112   0.114   0.115   
0.114   0.117   0.117   
0.115   0.113   0.114   
0.112   0.115   0.113   
0.113   0.114   0.114   
0.112   0.117   0.116   
0.114   0.113   0.120   
0.117   0.117   0.115   
0.110   0.115   0.112   
0.114   0.113   0.111   
0.116   0.112   0.113   
0.114   0.116   0.114   
0.114   0.122   0.115   
0.114   0.113   0.116   
0.116   0.114   0.117   
0.121   0.119   0.116   
0.115   0.114   0.113   
0.115   0.111   0.112   
0.113   0.113   0.116   
0.113   0.115   0.113   
0.113   0.112   0.115   
0.117   0.113   0.115   
0.113   0.115   0.121   
0.115   0.118   0.113   
0.113   0.114   0.120   
0.118   0.121   0.117   
0.114   0.115   0.114   
0.112   0.114   0.116   
0.115   0.117   0.114   
0.111   0.116   0.116   
0.113   0.115   0.117   
0.117   0.115   0.119   
0.115   0.117   0.116   
0.114   0.112   0.118   
0.115   0.112   0.115   
0.114   0.119   0.114   
0.117   0.115   0.113   
0.116   0.116   0.115   
0.110   0.115   0.117   
0.114   0.117   0.114   
0.112   0.114   0.116   
0.114   0.114   0.116   
0.114   0.115   0.113   
0.114   0.114   0.120   
0.115   0.112   0.116   
0.113   0.116   0.119   
0.118   0.114   0.117   
0.116   0.113   0.112   
0.112   0.112   0.112   
0.115   0.117   0.117   
0.118   0.118   0.113   
0.117   0.115   0.115   
0.115   0.112   0.112   
0.113   0.115   0.116   
0.107   0.112   0.113   
0.115   0.112   0.119   
0.113   0.113   0.116   
0.112   0.113   0.114   
0.111   0.112   0.113   
0.112   0.115   0.115   
0.115   0.113   0.115   
0.114   0.114   0.114   
0.113   0.113   0.121   
0.124   0.115   0.115   
0.117   0.114   0.114   
0.114   0.112   0.114   
0.117   0.113   0.114   
0.115   0.112   0.113   
0.112   0.115   0.115   
0.113   0.113   0.115   
0.110   0.113   0.116   
0.113   0.114   0.113   
0.114   0.116   0.114   
0.114   0.118   0.116   
0.123   0.114   0.114   
0.114   0.112   0.111   
0.115   0.114   0.113   
0.114   0.113   0.113   
0.115   0.114   0.113   
0.113   0.114   0.117   
0.116   0.118   0.115   
0.114   0.111   0.115   
0.114   0.112   0.115   
0.120   0.115   0.115   
0.114   0.128   0.116   
0.116   0.115   0.113   
0.110   0.116   0.115   
0.112   0.113   0.115   
0.114   0.114   0.113   
0.112   0.114   0.120   
0.117   0.114   0.112   
0.113   0.113   0.114   
0.112   0.112   0.112   
0.112   0.138   0.120   
0.113   0.115   0.113   
0.116   0.117   0.112   
0.115   0.113   0.116   
0.116   0.117   0.112   
0.112   0.113   0.113   
0.113   0.115   0.116   
0.113   0.114   0.117   
0.112   0.114   0.116   
0.109   0.113   0.117   
0.112   0.114   0.117   
0.116   0.114   0.116   
0.115   0.110   0.114   
0.112   0.113   0.115   
0.116   0.113   0.114   
0.116   0.117   0.112   
0.118   0.126   0.112   
0.113   0.115   0.113   
0.117   0.114   0.114   
0.115   0.119   0.116   
0.112   0.116   0.116   
0.113   0.115   0.115   
0.114   0.115   0.113   
0.117   0.114   0.117   
0.115   0.112   0.116   
0.112   0.118   0.115   
0.112   0.117   0.117   
0.117   0.114   0.115   
0.115   0.113   0.132   
0.114   0.114   0.117   
0.115   0.114   0.115   
0.117   0.116   0.118   
0.114   0.117   0.115   
0.114   0.116   0.115   
0.114   0.115   0.121   
0.116   0.116   0.116   
0.113   0.112   0.117   
0.113   0.115   0.118   
0.115   0.115   0.113   
0.112   0.115   0.112   
0.113   0.119   0.129   
0.112   0.113   0.116   
0.113   0.113   0.115   
0.113   0.114   0.117   
0.117   0.117   0.113   
0.114   0.115   0.113   
0.113   0.114   0.113   
0.116   0.111   0.116   
0.116   0.114   0.117   
0.117   0.116   0.114   
0.111   0.115   0.116   
0.115   0.112   0.114   
0.116   0.113   0.117   
0.114   0.112   0.110   
0.115   0.113   0.115   
0.114   0.114   0.113   
0.113   0.112   0.114   
0.109   0.117   0.116   
0.113   0.115   0.116   
0.111   0.113   0.112   
0.115   0.113   0.113   
0.114   0.115   0.113   
0.116   0.114   0.114   
0.114   0.111   0.115   
0.114   0.114   0.116   
0.114   0.114   0.113   
0.114   0.116   0.114   
0.114   0.113   0.116   
0.114   0.115   0.116   
0.114   0.114   0.125   
0.114   0.115   0.114   
0.114   0.116   0.115   
0.118   0.113   0.113   
0.112   0.113   0.116   
0.114   0.112   0.112   
0.114   0.113   0.118   
0.113   0.112   0.115   
0.118   0.115   0.117   
0.112   0.112   0.115   
0.113   0.114   0.113   
0.113   0.113   0.114   
0.112   0.112   0.112   
0.115   0.115   0.118   
0.116   0.114   0.115   
0.115   0.112   0.113   
0.111   0.115   0.113   
0.112   0.113   0.114   
0.115   0.113   0.116   
0.115   0.119   0.119   
0.108   0.126   0.115   
0.112   0.124   0.117   
0.114   0.113   0.115   
0.117   0.115   0.116   
0.110   0.115   0.113   
0.117   0.114   0.116   
0.119   0.111   0.119   
0.113   0.115   0.116   
0.115   0.114   0.115   
0.115   0.117   0.116   
0.113   0.113   0.113   
0.115   0.114   0.129   
0.114   0.115   0.114   
0.112   0.112   0.114   
0.113   0.116   0.113   
0.113   0.112   0.114   
0.109   0.119   0.117   
0.111   0.114   0.116   
0.115   0.113   0.110   
0.116   0.115   0.116   
0.117   0.112   0.114   
0.114   0.111   0.112   
0.113   0.112   0.112   
0.113   0.115   0.113   
0.112   0.114   0.114   
0.114   0.115   0.113   
0.114   0.113   0.112   
0.112   0.112   0.113   
0.114   0.113   0.116   
0.117   0.114   0.117   
0.113   0.115   0.121   
0.115   0.113   0.114   
0.110   0.113   0.112   
0.114   0.115   0.116   
0.117   0.114   0.113   
0.113   0.114   0.112   
0.113   0.112   0.115   
0.112   0.112   0.116   
0.115   0.114   0.125   
0.117   0.116   0.116   
0.113   0.117   0.114   
0.112   0.113   0.115   
0.117   0.115   0.114   
0.111   0.115   0.118   
0.114   0.118   0.114   
0.112   0.116   0.112   
0.116   0.119   0.114   
0.115   0.114   0.113   
0.111   0.111   0.113   
0.117   0.114   0.116   
0.112   0.113   0.114   
0.113   0.114   0.117   
0.115   0.114   0.116   
0.115   0.113   0.117   
0.112   0.111   0.113   
0.113   0.116   0.118   
0.114   0.113   0.112   
0.109   0.113   0.113   
0.113   0.115   0.116   
0.110   0.112   0.113   
0.113   0.116   0.119   
0.117   0.114   0.113   
0.116   0.115   0.113   
0.113   0.114   0.112   
0.112   0.115   0.113   
0.113   0.112   0.113   
0.112   0.116   0.113   
0.115   0.115   0.117   
0.113   0.113   0.116   
0.116   0.117   0.116   
0.112   0.154   0.116   
0.114   0.113   0.118   
0.115   0.117   0.114   
0.113   0.115   0.116   
0.117   0.116   0.119   
0.113   0.114   0.113   
0.115   0.114   0.113   
0.110   0.114   0.111   
0.114   0.116   0.118   
0.113   0.115   0.113   
0.108   0.112   0.117   
0.115   0.112   0.115   
0.112   0.113   0.118   
0.115   0.115   0.112   
0.114   0.114   0.114   
0.115   0.114   0.119   
0.114   0.113   0.116   
0.115   0.116   0.113   
0.113   0.115   0.118   
0.112   0.113   0.118   
0.111   0.116   0.116   
0.113   0.113   0.113   
0.115   0.113   0.113   
0.115   0.111   0.113   
0.114   0.112   0.113   
0.196   0.192   0.177   
0.265   0.161   0.243   
0.117   0.116   0.113   
0.113   0.113   0.114   
0.116   0.115   0.116   
0.114   0.115   0.116   
0.115   0.118   0.119   
0.114   0.112   0.116   
0.115   0.117   0.124   
0.115   0.112   0.116   
0.117   0.113   0.118   
0.114   0.114   0.118   
0.116   0.114   0.118   
0.113   0.117   0.114   
0.114   0.114   0.115   
0.115   0.111   0.117   
0.112   0.115   0.113   
0.115   0.115   0.116   
0.113   0.114   0.113   
0.114   0.114   0.116   
0.117   0.116   0.114   
0.114   0.114   0.114   
0.115   0.115   0.115   
0.111   0.114   0.116   
0.112   0.114   0.116   
0.117   0.114   0.115   
0.117   0.114   0.116   
0.113   0.112   0.112   
0.114   0.112   0.113   
0.112   0.113   0.117   
0.116   0.114   0.115   
0.113   0.116   0.115   
0.118   0.114   0.116   
0.113   0.111   0.117   
0.113   0.113   0.115   
0.115   0.117   0.116   
0.111   0.116   0.113   
0.112   0.114   0.113   
0.112   0.113   0.114   
0.115   0.115   0.111   
0.112   0.116   0.118   
0.113   0.114   0.113   
0.112   0.114   0.114   
0.113   0.114   0.114   
0.114   0.116   0.115   
0.114   0.113   0.121   
0.117   0.111   0.117   
0.113   0.114   0.118   
0.112   0.113   0.113   
0.115   0.116   0.113   
0.114   0.114   0.116   
0.109   0.111   0.114   
0.117   0.115   0.118   
0.114   0.115   0.115   
0.114   0.115   0.118   
0.115   0.115   0.113   
0.115   0.114   0.114   
0.113   0.113   0.114   
0.114   0.112   0.113   
0.113   0.115   0.119   
0.113   0.114   0.117   
0.114   0.114   0.114   
0.115   0.118   0.116   
0.115   0.116   0.111   
0.113   0.113   0.113   
0.114   0.113   0.114   
0.115   0.113   0.114   
0.117   0.115   0.114   
0.116   0.112   0.113   
0.112   0.114   0.114   
0.113   0.115   0.117   
0.115   0.118   0.114   
0.113   0.113   0.114   
0.116   0.113   0.120   
0.111   0.113   0.120   
0.114   0.117   0.115   
0.113   0.117   0.114   
0.114   0.114   0.121   
0.119   0.114   0.115   
0.114   0.118   0.115   
0.109   0.112   0.116   
0.114   0.113   0.115   
0.114   0.115   0.115   
0.112   0.116   0.113   
0.111   0.116   0.118   
0.112   0.115   0.114   
0.112   0.119   0.120   
0.113   0.113   0.117   
0.113   0.114   0.113   
0.111   0.116   0.116   
0.117   0.117   0.117   
0.111   0.113   0.113   
0.115   0.116   0.114   
0.114   0.115   0.115   
0.112   0.113   0.115   
0.115   0.113   0.113   
0.113   0.113   0.117   
0.112   0.112   0.111   
0.116   0.112   0.114   
0.113   0.115   0.116   
0.114   0.112   0.114   
0.115   0.116   0.116   
0.113   0.113   0.113   
0.114   0.114   0.115   
0.112   0.117   0.112   
0.118   0.116   0.113   
0.114   0.109   0.116   
0.116   0.113   0.115   
0.113   0.112   0.118   
0.113   0.118   0.112   
0.115   0.114   0.113   
0.114   0.118   0.117   
0.114   0.113   0.116   
0.115   0.112   0.109   
0.112   0.114   0.112   
0.113   0.114   0.116   
0.114   0.113   0.114   
0.113   0.115   0.114   
0.113   0.111   0.110   
0.115   0.113   0.113   
0.113   0.113   0.132   
0.115   0.112   0.121   
0.119   0.117   0.116   
0.113   0.114   0.112   
0.112   0.113   0.115   
0.113   0.112   0.112   
0.115   0.114   0.114   
0.115   0.112   0.116   
0.115   0.113   0.117   
0.113   0.113   0.114   
0.116   0.113   0.112   
0.115   0.112   0.117   
0.112   0.114   0.114   
0.121   0.116   0.116   
0.113   0.112   0.120   
0.117   0.114   0.116   
0.113   0.116   0.114   
0.112   0.113   0.114   
0.112   0.114   0.113   
0.115   0.113   0.111   
0.117   0.115   0.115   
0.113   0.110   0.116   
0.112   0.115   0.115   
0.109   0.112   0.116   
0.113   0.112   0.114   
0.115   0.112   0.116   
0.115   0.113   0.115   
0.114   0.114   0.118   
0.114   0.113   0.118   
0.113   0.114   0.114   
0.113   0.113   0.117   
0.114   0.115   0.117   
0.112   0.112   0.115   
0.115   0.116   0.115   
0.112   0.116   0.116   
0.114   0.113   0.116   
0.112   0.116   0.116   
0.111   0.115   0.114   
0.113   0.114   0.117   
0.108   0.113   0.120   
0.116   0.117   0.115   
0.116   0.113   0.115   
0.116   0.117   0.118   
0.112   0.112   0.115   
0.110   0.113   0.112   
0.112   0.115   0.114   
0.112   0.114   0.115   
0.116   0.114   0.117   
0.115   0.117   0.119   
0.117   0.114   0.115   
0.113   0.114   0.114   
0.115   0.116   0.116   
0.115   0.116   0.110   
0.115   0.113   0.116   
0.113   0.113   0.115   
0.113   0.115   0.115   
0.114   0.113   0.116   
0.115   0.114   0.113   
0.114   0.112   0.118   
0.111   0.114   0.116   
0.116   0.116   0.115   
0.112   0.112   0.114   
0.112   0.117   0.115   
0.114   0.113   0.118   
0.112   0.115   0.119   
0.114   0.114   0.113   
0.115   0.114   0.114   
0.114   0.113   0.113   
0.117   0.112   0.116   
0.113   0.113   0.114   
0.112   0.113   0.115   
0.109   0.114   0.116   
0.112   0.113   0.117   
0.115   0.112   0.114   
0.115   0.114   0.119   
0.113   0.112   0.114   
0.113   0.113   0.117   
0.112   0.119   0.113   
0.114   0.112   0.111   
0.117   0.116   0.118   
0.114   0.113   0.113   
0.113   0.117   0.117   
0.112   0.112   0.115   
0.118   0.126   0.117   
0.113   0.115   0.115   
0.112   0.115   0.113   
0.116   0.119   0.116   
0.110   0.117   0.117   
0.113   0.115   0.118   
0.117   0.112   0.114   
0.113   0.112   0.116   
0.113   0.114   0.116   
0.112   0.112   0.112   
0.116   0.114   0.116   
0.112   0.115   0.116   
0.114   0.116   0.114   
0.116   0.113   0.114   
0.115   0.114   0.114   
0.111   0.113   0.116   
0.119   0.115   0.116   
0.115   0.117   0.114   
0.113   0.114   0.111   
0.112   0.115   0.115   
0.112   0.120   0.114   
0.114   0.114   0.118   
0.116   0.115   0.118   
0.113   0.117   0.117   
0.116   0.117   0.115   
0.114   0.115   0.114   
0.115   0.112   0.117   
0.114   0.115   0.113   
0.111   0.113   0.114   
0.114   0.118   0.115   
0.117   0.111   0.119   
0.114   0.114   0.115   
0.113   0.112   0.116   
0.112   0.115   0.120   
0.112   0.116   0.113   
0.113   0.115   0.113   
0.115   0.113   0.115   
0.113   0.114   0.115   
0.120   0.115   0.115   
0.131   0.114   0.116   
0.114   0.112   0.114   
0.113   0.115   0.113   
0.115   0.114   0.114   
0.114   0.115   0.120   
0.112   0.113   0.113   
0.113   0.114   0.113   
0.113   0.115   0.114   
0.112   0.115   0.117   
0.113   0.115   0.117   
0.111   0.113   0.113   
0.114   0.114   0.116   
0.116   0.116   0.115   
0.108   0.117   0.116   
0.114   0.116   0.117   
0.112   0.113   0.115   
0.114   0.113   0.114   
0.113   0.114   0.110   
0.115   0.115   0.115   
0.113   0.114   0.114   
0.114   0.114   0.115   
0.117   0.137   0.113   
0.113   0.116   0.113   
0.113   0.118   0.113   
0.113   0.115   0.117   
0.117   0.115   0.113   
0.117   0.114   0.115   
0.118   0.117   0.114   
0.114   0.115   0.115   
0.110   0.115   0.112   
0.113   0.118   0.116   
0.115   0.114   0.116   
0.115   0.113   0.115   
0.113   0.114   0.117   
0.114   0.113   0.113   
0.113   0.116   0.112   
0.113   0.113   0.113   
0.113   0.114   0.113   
0.115   0.113   0.119   
0.116   0.112   0.114   
0.114   0.112   0.116   
0.113   0.115   0.117   
0.113   0.114   0.120   
0.115   0.111   0.113   
0.110   0.112   0.113   
0.112   0.114   0.113   
0.112   0.114   0.114   
0.111   0.116   0.116   
0.114   0.115   0.115   
0.114   0.116   0.115   
0.114   0.115   0.119   
0.113   0.113   0.113   
0.112   0.112   0.115   
0.113   0.114   0.113   
0.113   0.113   0.114   
0.115   0.115   0.118   
0.113   0.114   0.114   
0.111   0.113   0.117   
0.115   0.115   0.118   
0.114   0.121   0.114   
0.108   0.116   0.118   
0.115   0.113   0.115   
0.114   0.119   0.117   
0.113   0.114   0.115   
0.114   0.116   0.117   
0.115   0.113   0.113   
0.113   0.114   0.116   
0.115   0.117   0.120   
0.122   0.114   0.115   
0.112   0.115   0.114   
0.116   0.112   0.114   
0.112   0.113   0.114   
0.113   0.114   0.113   
0.112   0.111   0.115   
0.115   0.116   0.114   
0.112   0.117   0.116   
0.110   0.114   0.112   
0.115   0.113   0.116   
0.113   0.117   0.112   
0.114   0.114   0.115   
0.111   0.116   0.117   
0.116   0.114   0.114   
0.117   0.145   0.116   
0.112   0.113   0.117   
0.117   0.113   0.112   
0.114   0.113   0.117   
0.115   0.113   0.116   
0.113   0.117   0.113   
0.115   0.114   0.114   
0.112   0.114   0.119   
0.115   0.118   1.120   
0.114   0.117   0.113   
0.117   0.109   0.117   
0.113   0.113   0.115   
0.115   0.120   0.116   
0.115   0.113   0.113   
0.119   0.114   0.112   
0.113   0.115   0.113   
0.225   0.275   0.180   
0.185   0.266   0.190   
0.114   0.117   0.117   
0.112   0.114   0.114   
0.114   0.114   0.113   
0.114   0.117   0.115   
0.114   0.111   0.111   
0.114   0.118   0.115   
0.112   0.115   0.119   
0.114   0.113   0.115   
0.118   0.113   0.116   
0.114   0.114   0.114   
0.113   0.116   0.114   
0.115   0.112   0.114   
0.113   0.116   0.116   
0.115   0.115   0.113   
0.114   0.115   0.113   
0.112   0.115   0.114   
0.113   0.113   0.113   
0.113   0.114   0.113   
0.113   0.113   0.115   
0.113   0.112   0.114   
0.115   0.113   0.114   
0.114   0.114   0.116   
0.115   0.116   0.116   
0.111   0.117   0.117   
0.116   0.113   0.115   
0.119   0.120   0.118   
0.114   0.117   0.113   
0.114   0.116   0.114   
0.113   0.116   0.116   
0.114   0.115   0.115   
0.112   0.113   0.114   
0.113   0.113   0.114   
0.112   0.114   0.113   
0.118   0.113   0.115   
0.113   0.112   0.117   
0.119   0.113   0.116   
0.116   0.116   0.115   
0.115   0.112   0.112   
0.115   0.114   0.121   
0.113   0.116   0.118   
0.114   0.113   0.113   
0.113   0.113   0.117   
0.118   0.115   0.117   
0.116   0.115   0.117   
0.116   0.115   0.112   
0.109   0.118   0.120   
0.114   0.113   0.112   
0.111   0.116   0.113   
0.114   0.113   0.112   
0.114   0.114   0.116   
0.113   0.115   0.114   
0.114   0.114   0.116   
0.114   0.117   0.113   
0.114   0.116   0.113   
0.111   0.117   0.114   
0.113   0.112   0.115   
0.113   0.116   0.118   
0.113   0.112   0.116   
0.114   0.115   0.115   
0.112   0.115   0.114   
0.113   0.112   0.114   
0.114   0.112   0.113   
0.113   0.113   0.117   
0.115   0.113   0.116   
0.116   0.119   0.115   
0.114   0.112   0.115   
0.111   0.114   0.121   
0.118   0.116   0.117   
0.116   0.114   0.112   
0.114   0.114   0.113   
0.114   0.112   0.113   
0.113   0.112   0.114   
0.116   0.112   0.113   
0.116   0.113   0.116   
0.112   0.117   0.114   
0.116   0.115   0.114   
0.113   0.121   0.115   
0.116   0.117   0.112   
0.112   0.117   0.114   
0.118   0.118   0.114   
0.114   0.119   0.117   
0.116   0.115   0.113   
0.115   0.113   0.114   
0.110   0.112   0.114   
0.114   0.114   0.114   
0.111   0.114   0.116   
0.112   0.113   0.113   
0.116   0.113   0.114   
0.116   0.114   0.117   
0.115   0.115   0.117   
0.116   0.115   0.115   
0.114   0.113   0.115   
0.114   0.114   0.119   
0.112   0.130   0.113   
0.115   0.113   0.116   
0.115   0.114   0.118   
0.116   0.115   0.114   
0.113   0.121   0.117   
0.116   0.121   0.116   
0.116   0.114   0.114   
0.113   0.115   0.114   
0.116   0.113   0.113   
0.115   0.117   0.113   
0.114   0.116   0.116   
0.115   0.116   0.115   
0.114   0.117   0.114   
0.111   0.114   0.114   
0.115   0.112   0.114   
0.114   0.113   0.114   
0.114   0.114   0.118   
0.116   0.116   0.115   
0.113   0.118   0.113   
0.113   0.113   0.115   
0.113   0.112   0.114   
0.113   0.113   0.109   
0.111   0.115   0.115   
0.114   0.112   0.122   
0.112   0.114   0.115   
0.115   0.114   0.115   
0.112   0.151   0.117   
0.115   0.113   0.115   
0.113   0.117   0.117   
0.114   0.115   0.115   
0.114   0.116   0.116   
0.115   0.117   0.115   
0.114   0.115   0.117   
0.113   0.114   0.114   
0.113   0.114   0.120   
0.117   0.110   0.116   
0.112   0.111   0.114   
0.113   0.115   0.113   
0.112   0.113   0.113   
0.114   0.113   0.120   
0.113   0.112   0.115   
0.113   0.115   0.112   
0.114   0.112   0.112   
0.113   0.117   0.113   
0.112   0.112   0.117   
0.114   0.113   0.115   
0.112   0.113   0.115   
0.115   0.111   0.117   
0.113   0.114   0.115   
0.116   0.111   0.118   
0.114   0.112   0.119   
0.116   0.116   0.115   
0.112   0.114   0.169   
0.113   0.114   0.114   
0.113   0.112   0.114   
0.113   0.114   0.114   
0.115   0.112   0.117   
0.115   0.115   0.114   
0.112   0.114   0.114   
0.112   0.117   0.114   
0.114   0.113   0.113   
0.114   0.114   0.113   
0.114   0.113   0.114   
0.112   0.116   0.115   
0.116   0.112   0.117   
0.113   0.115   0.114   
0.113   0.115   0.114   
0.116   0.116   0.115   
0.114   0.113   0.112   
0.109   0.116   0.114   
0.115   0.112   0.113   
0.112   0.124   0.116   
0.114   0.131   0.117   
0.115   0.117   0.115   
0.123   0.124   0.119   
0.114   0.117   0.114   
0.113   0.115   0.116   
0.112   0.115   0.119   
0.115   0.118   0.114   
0.115   0.114   0.113   
0.115   0.114   0.115   
0.112   0.113   0.114   
0.114   0.117   0.116   
0.112   0.115   0.117   
0.114   0.114   0.115   
0.108   0.116   0.115   
0.113   0.116   0.112   
0.113   0.113   0.113   
0.116   0.114   0.117   
0.118   0.116   0.114   
0.115   0.115   0.115   
0.111   0.115   0.114   
0.120   0.116   0.117   
0.113   0.115   0.112   
0.114   0.113   0.113   
0.113   0.116   0.112   
0.112   0.111   0.117   
0.112   0.114   0.113   
0.111   0.115   0.114   
0.112   0.114   0.114   
0.113   0.115   0.109   
0.118   0.116   0.115   
0.114   0.113   0.113   
0.114   0.113   0.118   
0.116   0.114   0.119   
0.113   0.114   0.115   
0.114   0.114   0.114   
0.113   0.116   0.116   
0.114   0.114   0.113   
0.114   0.115   0.115   
0.117   0.114   0.117   
0.117   0.117   0.116   
0.114   0.115   0.118   
0.115   0.115   0.116   
0.113   0.120   0.115   
0.113   0.120   0.115   
0.111   0.114   0.117   
0.113   0.114   0.115   
0.114   0.115   0.115   
0.113   0.116   0.116   
0.113   0.113   0.114   
0.115   0.114   0.113   
0.114   0.116   0.120   
0.116   0.114   0.113   
0.114   0.116   0.116   
0.115   0.114   0.116   
0.114   0.112   0.118   
0.112   0.115   0.113   
0.116   0.115   0.112   
0.116   0.112   0.121   
0.112   0.116   0.114   
0.114   0.111   0.114   
0.117   0.116   0.115   
0.113   0.114   0.115   
0.115   0.115   0.113   
0.115   0.116   0.115   
0.112   0.112   0.113   
0.116   0.113   0.116   
0.113   0.112   0.116   
0.114   0.112   0.114   
0.113   0.116   0.114   
0.114   0.115   0.114   
0.112   0.114   0.112   
0.112   0.112   0.118   
0.115   0.122   0.120   
0.113   0.113   0.116   
0.114   0.116   0.115   
0.112   0.115   0.116   
0.115   0.112   0.108   
0.118   0.113   0.115   
0.113   0.113   0.115   
0.115   0.113   0.114   
0.114   0.115   0.117   
